IncidentCityLat,IncidentCityLon,IncidentOcurredDate,IncidentDateAvgTemp,IncidentDateRained
35.4729886,-97.5170536,2021-02-09,-7.6,0.0
35.4729886,-97.5170536,2021-02-10,-7.0,1.0
35.4729886,-97.5170536,2021-02-12,-9.2,0.0
35.4729886,-97.5170536,2021-02-14,-13.3,1.0
35.4729886,-97.5170536,2021-02-15,-17.9,0.0
35.4729886,-97.5170536,2021-02-16,-18.2,1.0
35.4729886,-97.5170536,2021-02-17,-10.3,1.0
35.4729886,-97.5170536,2021-02-19,-8.7,0.0
35.4729886,-97.5170536,2021-02-20,-4.0,0.0
35.4729886,-97.5170536,2021-02-23,9.3,0.0
35.4729886,-97.5170536,2021-02-26,6.9,1.0
35.4729886,-97.5170536,2021-03-02,7.8,0.0
35.4729886,-97.5170536,2021-03-05,13.0,0.0
35.4729886,-97.5170536,2021-03-06,8.8,0.0
35.4729886,-97.5170536,2021-03-07,9.4,0.0
35.4729886,-97.5170536,2021-03-09,15.2,0.0
35.4729886,-97.5170536,2021-03-10,19.0,0.0
35.4729886,-97.5170536,2021-03-11,14.7,0.0
35.4729886,-97.5170536,2021-03-13,14.9,0.0
35.4729886,-97.5170536,2021-03-16,14.8,0.0
35.4729886,-97.5170536,2021-03-18,5.6,0.0
35.4729886,-97.5170536,2021-03-19,7.7,0.0
35.4729886,-97.5170536,2021-03-20,10.4,0.0
35.4729886,-97.5170536,2021-03-21,12.2,0.0
35.4729886,-97.5170536,2021-03-22,12.8,1.0
35.4729886,-97.5170536,2021-03-23,11.1,1.0
35.4729886,-97.5170536,2021-03-24,9.6,1.0
35.4729886,-97.5170536,2021-03-26,13.1,0.0
35.4729886,-97.5170536,2021-03-29,14.6,0.0
35.4729886,-97.5170536,2021-03-30,16.3,0.0
35.4729886,-97.5170536,2021-04-01,10.7,0.0
35.4729886,-97.5170536,2021-04-03,14.7,0.0
35.4729886,-97.5170536,2021-04-04,15.0,0.0
35.4729886,-97.5170536,2021-04-05,17.8,0.0
35.4729886,-97.5170536,2021-04-09,17.9,0.0
35.4729886,-97.5170536,2021-04-10,11.9,0.0
35.4729886,-97.5170536,2021-04-11,14.7,0.0
35.4729886,-97.5170536,2021-04-13,14.2,1.0
35.4729886,-97.5170536,2021-04-16,9.4,1.0
35.4729886,-97.5170536,2021-04-17,7.4,0.0
35.4729886,-97.5170536,2021-04-20,7.8,0.0
35.4729886,-97.5170536,2021-04-22,9.8,0.0
35.4729886,-97.5170536,2021-04-23,12.1,1.0
35.4729886,-97.5170536,2021-04-26,20.7,0.0
35.4729886,-97.5170536,2021-04-28,19.6,1.0
35.4729886,-97.5170536,2021-04-30,19.1,0.0
35.4729886,-97.5170536,2021-05-05,14.9,1.0
35.4729886,-97.5170536,2021-05-07,18.6,0.0
35.4729886,-97.5170536,2021-05-08,22.4,0.0
35.4729886,-97.5170536,2021-05-10,13.7,0.0
35.4729886,-97.5170536,2021-05-12,13.2,0.0
35.4729886,-97.5170536,2021-05-14,15.9,0.0
35.4729886,-97.5170536,2021-05-15,19.5,0.0
35.4729886,-97.5170536,2021-05-16,18.9,1.0
35.4729886,-97.5170536,2021-05-17,18.6,0.0
35.4729886,-97.5170536,2021-05-18,19.9,0.0
35.4729886,-97.5170536,2021-05-20,20.2,0.0
35.4729886,-97.5170536,2021-05-21,21.0,1.0
35.4729886,-97.5170536,2021-05-26,21.8,0.0
35.4729886,-97.5170536,2021-05-28,18.7,0.0
35.4729886,-97.5170536,2021-05-29,17.7,0.0
35.4729886,-97.5170536,2021-05-30,17.5,0.0
35.4729886,-97.5170536,2021-06-02,18.2,0.0
35.4729886,-97.5170536,2021-06-03,19.9,0.0
35.4729886,-97.5170536,2021-06-04,22.1,0.0
35.4729886,-97.5170536,2021-06-06,20.6,1.0
35.4729886,-97.5170536,2021-06-08,23.0,0.0
35.4729886,-97.5170536,2021-06-11,27.2,0.0
35.4729886,-97.5170536,2021-06-13,28.4,1.0
35.4729886,-97.5170536,2021-06-14,27.2,0.0
35.4729886,-97.5170536,2021-06-17,26.9,0.0
35.4729886,-97.5170536,2021-06-18,27.0,0.0
35.4729886,-97.5170536,2021-06-20,26.9,0.0
35.4729886,-97.5170536,2021-06-21,23.2,1.0
35.4729886,-97.5170536,2021-06-27,22.5,1.0
35.4894169,-120.6707255,2020-11-07,9.3,1.0
35.4894169,-120.6707255,2021-02-03,10.3,0.0
35.4895085,-97.1636408,2020-07-24,28.1,0.0
35.4895085,-97.1636408,2020-12-12,3.1,0.0
35.4895085,-97.1636408,2021-01-28,-0.2,0.0
35.4895085,-97.1636408,2021-05-13,15.6,0.0
35.4895085,-97.1636408,2021-05-23,20.0,1.0
35.5186728,-97.6322648,2020-06-07,28.8,0.0
35.5186728,-97.6322648,2020-09-24,20.5,0.0
35.5186728,-97.6322648,2020-11-22,8.0,1.0
35.5186728,-97.6322648,2021-01-14,8.3,0.0
35.5186728,-97.6322648,2021-03-31,12.3,0.0
35.5186728,-97.6322648,2021-06-12,28.0,1.0
35.5225569,-97.6189353,2020-07-28,25.5,1.0
35.5225569,-97.6189353,2020-08-14,29.3,0.0
35.5225569,-97.6189353,2021-01-30,12.4,1.0
35.5228433,-97.3772618,2020-07-15,28.0,1.0
35.5508857,-97.5489318,2020-08-15,29.3,0.0
35.5508857,-97.5489318,2020-12-02,5.0,1.0
35.5508857,-97.5489318,2020-12-04,3.3,0.0
35.5508857,-97.5489318,2021-05-12,14.8,0.0
35.5658553,-97.5494185,2020-10-16,13.0,0.0
35.5658553,-97.5494185,2021-01-01,0.8,1.0
35.5759086,-92.4916144,2020-06-23,24.3,0.0
35.5759086,-92.4916144,2020-07-15,28.5,0.0
35.5759086,-92.4916144,2020-12-05,4.5,0.0
35.5759086,-92.4916144,2020-12-19,6.3,0.0
35.5759086,-92.4916144,2021-05-21,21.4,1.0
35.6262618,-120.6901319,2020-07-04,24.1,0.0
35.6262618,-120.6901319,2020-09-03,23.4,0.0
35.6262618,-120.6901319,2020-10-07,18.7,0.0
35.6262618,-120.6901319,2020-12-06,8.0,0.0
35.6571367,-97.4649038,2020-05-28,20.6,0.0
35.6571367,-97.4649038,2020-06-01,23.9,0.0
35.6571367,-97.4649038,2020-06-05,27.9,0.0
35.6571367,-97.4649038,2020-06-08,28.5,0.0
35.6571367,-97.4649038,2020-06-09,24.6,0.0
35.6571367,-97.4649038,2020-06-13,27.3,0.0
35.6571367,-97.4649038,2020-06-17,28.1,0.0
35.6571367,-97.4649038,2020-06-21,24.1,1.0
35.6571367,-97.4649038,2020-06-24,25.0,0.0
35.6571367,-97.4649038,2020-07-01,30.6,0.0
35.6571367,-97.4649038,2020-07-07,26.8,0.0
35.6571367,-97.4649038,2020-07-13,28.3,1.0
35.6571367,-97.4649038,2020-07-15,29.1,1.0
35.6571367,-97.4649038,2020-07-21,27.0,0.0
35.6571367,-97.4649038,2020-07-25,28.7,0.0
35.6571367,-97.4649038,2020-08-02,24.7,0.0
35.6571367,-97.4649038,2020-08-08,30.1,0.0
35.6571367,-97.4649038,2020-08-09,30.4,0.0
35.6571367,-97.4649038,2020-08-14,28.4,0.0
35.6571367,-97.4649038,2020-08-24,27.8,0.0
35.6571367,-97.4649038,2020-08-25,27.4,0.0
35.6571367,-97.4649038,2020-08-30,27.9,1.0
35.6571367,-97.4649038,2020-09-01,22.9,0.0
35.6571367,-97.4649038,2020-09-06,27.4,0.0
35.6571367,-97.4649038,2020-09-07,27.8,0.0
35.6571367,-97.4649038,2020-09-12,20.0,0.0
35.6571367,-97.4649038,2020-09-14,19.3,0.0
35.6571367,-97.4649038,2020-09-24,20.6,0.0
35.6571367,-97.4649038,2020-09-25,23.3,0.0
35.6571367,-97.4649038,2020-09-30,22.1,0.0
35.6571367,-97.4649038,2020-10-05,18.2,0.0
35.6571367,-97.4649038,2020-10-20,13.9,0.0
35.6571367,-97.4649038,2020-10-22,24.4,0.0
35.6571367,-97.4649038,2020-10-25,5.8,1.0
35.6571367,-97.4649038,2020-11-02,12.9,0.0
35.6571367,-97.4649038,2020-11-10,11.0,0.0
35.6571367,-97.4649038,2020-11-12,12.8,0.0
35.6571367,-97.4649038,2020-11-13,7.0,0.0
35.6571367,-97.4649038,2020-11-19,19.1,0.0
35.6571367,-97.4649038,2020-11-26,10.8,0.0
35.6571367,-97.4649038,2020-12-03,1.6,1.0
35.6571367,-97.4649038,2020-12-09,11.8,0.0
35.6571367,-97.4649038,2020-12-19,3.6,0.0
35.6571367,-97.4649038,2021-01-06,7.2,1.0
35.6571367,-97.4649038,2021-01-14,7.7,0.0
35.6571367,-97.4649038,2021-01-26,-1.0,0.0
35.6571367,-97.4649038,2021-01-28,0.7,0.0
35.6571367,-97.4649038,2021-02-14,-15.1,1.0
35.6571367,-97.4649038,2021-02-21,7.0,0.0
35.6571367,-97.4649038,2021-03-05,10.8,1.0
35.6571367,-97.4649038,2021-03-08,14.3,0.0
35.6571367,-97.4649038,2021-03-11,11.9,1.0
35.6571367,-97.4649038,2021-03-17,9.2,1.0
35.6571367,-97.4649038,2021-03-20,11.1,0.0
35.6571367,-97.4649038,2021-03-24,8.8,1.0
35.6571367,-97.4649038,2021-04-01,10.2,0.0
35.6571367,-97.4649038,2021-04-06,20.8,1.0
35.6571367,-97.4649038,2021-04-07,13.9,1.0
35.6571367,-97.4649038,2021-04-15,10.5,1.0
35.6571367,-97.4649038,2021-04-21,7.3,0.0
35.6571367,-97.4649038,2021-04-24,15.0,1.0
35.6571367,-97.4649038,2021-05-05,15.9,0.0
35.6571367,-97.4649038,2021-05-10,13.4,0.0
35.6571367,-97.4649038,2021-05-26,24.3,1.0
35.6571367,-97.4649038,2021-06-01,16.4,0.0
35.6571367,-97.4649038,2021-06-07,24.0,1.0
35.6571367,-97.4649038,2021-06-08,24.3,0.0
35.6571367,-97.4649038,2021-06-20,29.7,0.0
35.6571367,-97.4649038,2021-06-21,21.6,1.0
35.6571367,-97.4649038,2021-06-24,30.3,0.0
35.8789231,-97.4252772,2020-10-03,16.2,0.0
35.8789231,-97.4252772,2021-01-23,6.0,0.0
35.9522852,-86.6694413,2020-05-27,20.6,1.0
35.9522852,-86.6694413,2020-11-04,11.0,0.0
35.9522852,-86.6694413,2021-01-11,-0.5,1.0
35.9522852,-86.6694413,2021-03-30,15.8,1.0
35.9522852,-86.6694413,2021-05-29,13.3,1.0
36.0325687,-86.7825235,2020-06-24,24.3,1.0
36.0325687,-86.7825235,2020-07-08,28.3,0.0
36.0325687,-86.7825235,2020-07-20,30.4,0.0
36.0325687,-86.7825235,2020-07-24,27.0,0.0
36.0325687,-86.7825235,2020-07-30,27.2,1.0
36.0325687,-86.7825235,2020-08-01,25.8,1.0
36.0325687,-86.7825235,2020-09-26,20.8,0.0
36.0325687,-86.7825235,2020-10-22,22.2,0.0
36.0325687,-86.7825235,2020-10-27,14.8,0.0
36.0325687,-86.7825235,2020-11-10,20.3,0.0
36.0325687,-86.7825235,2020-11-13,11.6,0.0
36.0325687,-86.7825235,2020-11-14,11.5,0.0
36.0325687,-86.7825235,2020-11-24,7.9,0.0
36.0325687,-86.7825235,2020-12-03,3.7,1.0
36.0325687,-86.7825235,2020-12-22,9.9,0.0
36.0325687,-86.7825235,2021-01-26,15.8,0.0
36.0325687,-86.7825235,2021-02-03,1.8,0.0
36.0325687,-86.7825235,2021-02-08,0.9,0.0
36.0325687,-86.7825235,2021-02-17,-6.9,1.0
36.0325687,-86.7825235,2021-04-17,14.7,0.0
36.0325687,-86.7825235,2021-05-03,20.8,1.0
36.0325687,-86.7825235,2021-05-08,16.0,0.0
36.0325687,-86.7825235,2021-05-11,13.8,0.0
36.0325687,-86.7825235,2021-05-29,14.7,1.0
36.0325687,-86.7825235,2021-06-11,25.3,1.0
36.0325687,-86.7825235,2021-06-17,25.3,0.0
36.0420248,-94.2471515,2020-05-18,15.7,0.0
36.0420248,-94.2471515,2020-05-28,19.2,1.0
36.0420248,-94.2471515,2020-06-20,22.3,0.0
36.0420248,-94.2471515,2020-06-24,21.9,0.0
36.0420248,-94.2471515,2020-07-25,26.2,0.0
36.0420248,-94.2471515,2020-07-26,26.8,0.0
36.0420248,-94.2471515,2020-08-01,21.5,0.0
36.0420248,-94.2471515,2020-08-04,19.2,0.0
36.0420248,-94.2471515,2020-08-25,25.5,0.0
36.0420248,-94.2471515,2020-09-21,18.5,0.0
36.0420248,-94.2471515,2020-10-12,18.8,0.0
36.0420248,-94.2471515,2020-10-13,13.0,0.0
36.0420248,-94.2471515,2020-10-22,23.3,0.0
36.0420248,-94.2471515,2020-11-15,8.2,0.0
36.0420248,-94.2471515,2020-11-22,7.3,1.0
36.0420248,-94.2471515,2020-11-23,5.7,0.0
36.0420248,-94.2471515,2020-12-05,4.3,0.0
36.0420248,-94.2471515,2020-12-14,-1.1,0.0
36.0420248,-94.2471515,2020-12-30,5.1,1.0
36.0420248,-94.2471515,2021-02-21,5.9,0.0
36.0420248,-94.2471515,2021-03-26,12.0,0.0
36.0420248,-94.2471515,2021-03-30,16.2,0.0
36.0420248,-94.2471515,2021-04-27,21.2,0.0
36.0420248,-94.2471515,2021-05-31,14.8,1.0
36.0420248,-94.2471515,2021-06-04,20.1,0.0
36.0625843,-94.1574328,2020-05-12,10.0,0.0
36.0625843,-94.1574328,2020-05-19,15.0,0.0
36.0625843,-94.1574328,2020-05-20,17.3,0.0
36.0625843,-94.1574328,2020-05-21,18.9,0.0
36.0625843,-94.1574328,2020-05-23,23.6,0.0
36.0625843,-94.1574328,2020-05-25,21.6,0.0
36.0625843,-94.1574328,2020-05-26,20.2,0.0
36.0625843,-94.1574328,2020-05-27,18.6,1.0
36.0625843,-94.1574328,2020-05-30,19.4,0.0
36.0625843,-94.1574328,2020-05-31,21.1,0.0
36.0625843,-94.1574328,2020-06-01,21.3,0.0
36.0625843,-94.1574328,2020-06-02,22.0,0.0
36.0625843,-94.1574328,2020-06-05,28.2,0.0
36.0625843,-94.1574328,2020-06-07,26.6,0.0
36.0625843,-94.1574328,2020-06-08,24.5,1.0
36.0625843,-94.1574328,2020-06-09,26.7,1.0
36.0625843,-94.1574328,2020-06-10,19.6,0.0
36.0625843,-94.1574328,2020-06-12,22.8,0.0
36.0625843,-94.1574328,2020-06-13,24.2,0.0
36.0625843,-94.1574328,2020-06-14,24.9,0.0
36.0625843,-94.1574328,2020-06-15,25.1,0.0
36.0625843,-94.1574328,2020-06-17,23.6,0.0
36.0625843,-94.1574328,2020-06-19,24.4,0.0
36.0625843,-94.1574328,2020-06-20,22.3,0.0
36.0625843,-94.1574328,2020-06-21,22.4,0.0
36.0625843,-94.1574328,2020-06-22,23.7,0.0
36.0625843,-94.1574328,2020-06-23,23.5,1.0
36.0625843,-94.1574328,2020-06-24,21.9,0.0
36.0625843,-94.1574328,2020-06-26,23.5,0.0
36.0625843,-94.1574328,2020-06-27,25.1,0.0
36.0625843,-94.1574328,2020-06-28,26.6,0.0
36.0625843,-94.1574328,2020-07-03,25.5,0.0
36.0625843,-94.1574328,2020-07-05,24.2,1.0
36.0625843,-94.1574328,2020-07-07,25.3,0.0
36.0625843,-94.1574328,2020-07-08,25.6,0.0
36.0625843,-94.1574328,2020-07-09,22.5,1.0
36.0625843,-94.1574328,2020-07-11,27.2,0.0
36.0625843,-94.1574328,2020-07-13,21.8,0.0
36.0625843,-94.1574328,2020-07-14,27.9,0.0
36.0625843,-94.1574328,2020-07-16,27.7,0.0
36.0625843,-94.1574328,2020-07-18,27.0,0.0
36.0625843,-94.1574328,2020-07-20,27.2,0.0
36.0625843,-94.1574328,2020-07-21,27.1,0.0
36.0625843,-94.1574328,2020-07-24,27.0,0.0
36.0625843,-94.1574328,2020-07-25,26.2,0.0
36.0625843,-94.1574328,2020-07-28,25.7,1.0
36.0625843,-94.1574328,2020-07-29,24.5,1.0
36.0625843,-94.1574328,2020-07-30,24.7,1.0
36.0625843,-94.1574328,2020-08-01,21.5,0.0
36.0625843,-94.1574328,2020-08-02,22.5,0.0
36.0625843,-94.1574328,2020-08-03,21.6,0.0
36.0625843,-94.1574328,2020-08-06,22.5,1.0
36.0625843,-94.1574328,2020-08-08,26.2,0.0
36.0625843,-94.1574328,2020-08-09,27.3,1.0
36.0625843,-94.1574328,2020-08-10,27.5,0.0
36.0625843,-94.1574328,2020-08-11,23.3,0.0
36.0625843,-94.1574328,2020-08-12,24.4,0.0
36.0625843,-94.1574328,2020-08-13,24.9,0.0
36.0625843,-94.1574328,2020-08-14,25.8,0.0
36.0625843,-94.1574328,2020-08-15,26.7,0.0
36.0625843,-94.1574328,2020-08-17,23.1,0.0
36.0625843,-94.1574328,2020-08-18,21.8,0.0
36.0625843,-94.1574328,2020-08-19,20.4,0.0
36.0625843,-94.1574328,2020-08-21,21.4,0.0
36.0625843,-94.1574328,2020-08-22,22.7,0.0
36.0625843,-94.1574328,2020-08-24,24.6,0.0
36.0625843,-94.1574328,2020-08-25,25.5,0.0
36.0625843,-94.1574328,2020-08-26,22.6,0.0
36.0625843,-94.1574328,2020-08-28,26.5,0.0
36.0625843,-94.1574328,2020-08-29,25.1,0.0
36.0625843,-94.1574328,2020-08-30,23.4,0.0
36.0625843,-94.1574328,2020-08-31,24.2,0.0
36.0625843,-94.1574328,2020-09-01,22.2,0.0
36.0625843,-94.1574328,2020-09-02,22.2,0.0
36.0625843,-94.1574328,2020-09-04,24.6,0.0
36.0625843,-94.1574328,2020-09-07,25.5,0.0
36.0625843,-94.1574328,2020-09-09,23.6,0.0
36.0625843,-94.1574328,2020-09-10,21.8,1.0
36.0625843,-94.1574328,2020-09-12,21.9,0.0
36.0625843,-94.1574328,2020-09-13,20.6,0.0
36.0625843,-94.1574328,2020-09-15,20.9,0.0
36.0625843,-94.1574328,2020-09-16,21.5,0.0
36.0625843,-94.1574328,2020-09-18,18.7,0.0
36.0625843,-94.1574328,2020-09-19,16.2,0.0
36.0625843,-94.1574328,2020-09-20,16.0,0.0
36.0625843,-94.1574328,2020-09-21,18.5,0.0
36.0625843,-94.1574328,2020-09-24,18.5,0.0
36.0625843,-94.1574328,2020-09-25,18.1,0.0
36.0625843,-94.1574328,2020-09-26,20.3,0.0
36.0625843,-94.1574328,2020-09-27,19.5,1.0
36.0625843,-94.1574328,2020-09-29,12.6,0.0
36.0625843,-94.1574328,2020-09-30,17.4,0.0
36.0625843,-94.1574328,2020-10-01,13.4,0.0
36.0625843,-94.1574328,2020-10-03,14.5,0.0
36.0625843,-94.1574328,2020-10-04,11.3,0.0
36.0625843,-94.1574328,2020-10-05,11.0,0.0
36.0625843,-94.1574328,2020-10-06,15.4,0.0
36.0625843,-94.1574328,2020-10-07,18.3,0.0
36.0625843,-94.1574328,2020-10-08,18.0,0.0
36.0625843,-94.1574328,2020-10-11,20.4,0.0
36.0625843,-94.1574328,2020-10-13,13.0,0.0
36.0625843,-94.1574328,2020-10-15,15.9,0.0
36.0625843,-94.1574328,2020-10-17,12.9,0.0
36.0625843,-94.1574328,2020-10-19,11.0,0.0
36.0625843,-94.1574328,2020-10-20,16.5,1.0
36.0625843,-94.1574328,2020-10-21,21.3,0.0
36.0625843,-94.1574328,2020-10-23,12.6,0.0
36.0625843,-94.1574328,2020-10-25,8.7,0.0
36.0625843,-94.1574328,2020-10-26,5.3,1.0
36.0625843,-94.1574328,2020-10-27,3.7,1.0
36.0625843,-94.1574328,2020-10-28,8.4,1.0
36.0625843,-94.1574328,2020-10-30,6.9,0.0
36.0625843,-94.1574328,2020-10-31,8.3,0.0
36.0625843,-94.1574328,2020-11-01,6.6,0.0
36.0625843,-94.1574328,2020-11-02,6.5,0.0
36.0625843,-94.1574328,2020-11-03,12.4,0.0
36.0625843,-94.1574328,2020-11-04,16.4,0.0
36.0625843,-94.1574328,2020-11-05,15.0,0.0
36.0625843,-94.1574328,2020-11-06,12.7,0.0
36.0625843,-94.1574328,2020-11-07,13.6,0.0
36.0625843,-94.1574328,2020-11-08,20.2,0.0
36.0625843,-94.1574328,2020-11-09,21.1,0.0
36.0625843,-94.1574328,2020-11-10,14.6,1.0
36.0625843,-94.1574328,2020-11-11,5.9,0.0
36.0625843,-94.1574328,2020-11-12,8.7,0.0
36.0625843,-94.1574328,2020-11-15,8.2,0.0
36.0625843,-94.1574328,2020-11-16,7.5,0.0
36.0625843,-94.1574328,2020-11-17,9.1,0.0
36.0625843,-94.1574328,2020-11-18,13.4,0.0
36.0625843,-94.1574328,2020-11-19,16.5,0.0
36.0625843,-94.1574328,2020-11-20,17.3,0.0
36.0625843,-94.1574328,2020-11-21,15.8,0.0
36.0625843,-94.1574328,2020-11-23,5.7,0.0
36.0625843,-94.1574328,2020-11-24,11.2,1.0
36.0625843,-94.1574328,2020-11-25,5.9,0.0
36.0625843,-94.1574328,2020-11-26,6.8,0.0
36.0625843,-94.1574328,2020-11-27,8.7,0.0
36.0625843,-94.1574328,2020-11-28,4.5,0.0
36.0625843,-94.1574328,2020-11-29,5.1,0.0
36.0625843,-94.1574328,2020-11-30,-0.8,0.0
36.0625843,-94.1574328,2020-12-02,3.8,1.0
36.0625843,-94.1574328,2020-12-03,4.4,1.0
36.0625843,-94.1574328,2020-12-04,3.5,0.0
36.0625843,-94.1574328,2020-12-05,4.3,0.0
36.0625843,-94.1574328,2020-12-08,4.6,0.0
36.0625843,-94.1574328,2020-12-09,8.0,0.0
36.0625843,-94.1574328,2020-12-11,12.3,0.0
36.0625843,-94.1574328,2020-12-12,3.1,0.0
36.0625843,-94.1574328,2020-12-13,1.5,1.0
36.0625843,-94.1574328,2020-12-16,-1.0,0.0
36.0625843,-94.1574328,2020-12-17,1.6,0.0
36.0625843,-94.1574328,2020-12-19,6.9,0.0
36.0625843,-94.1574328,2020-12-21,6.4,0.0
36.0625843,-94.1574328,2020-12-22,7.7,0.0
36.0625843,-94.1574328,2020-12-24,-2.5,0.0
36.0625843,-94.1574328,2020-12-25,-2.9,0.0
36.0625843,-94.1574328,2020-12-26,9.1,0.0
36.0625843,-94.1574328,2020-12-27,11.5,0.0
36.0625843,-94.1574328,2020-12-28,4.3,0.0
36.0625843,-94.1574328,2020-12-29,7.5,1.0
36.0625843,-94.1574328,2020-12-30,5.1,1.0
36.0625843,-94.1574328,2020-12-31,0.8,1.0
36.0625843,-94.1574328,2021-01-01,1.8,1.0
36.0625843,-94.1574328,2021-01-03,2.7,0.0
36.0625843,-94.1574328,2021-01-04,4.1,0.0
36.0625843,-94.1574328,2021-01-05,3.8,0.0
36.0625843,-94.1574328,2021-01-07,2.2,1.0
36.0625843,-94.1574328,2021-01-08,1.3,0.0
36.0625843,-94.1574328,2021-01-10,-2.0,0.0
36.0625843,-94.1574328,2021-01-11,-2.5,0.0
36.0625843,-94.1574328,2021-01-12,-0.2,0.0
36.0625843,-94.1574328,2021-01-13,3.2,0.0
36.0625843,-94.1574328,2021-01-14,6.8,0.0
36.0625843,-94.1574328,2021-01-15,1.8,1.0
36.0625843,-94.1574328,2021-01-16,0.6,0.0
36.0625843,-94.1574328,2021-01-17,1.6,0.0
36.0625843,-94.1574328,2021-01-18,5.5,0.0
36.0625843,-94.1574328,2021-01-19,4.9,0.0
36.0625843,-94.1574328,2021-01-20,1.8,1.0
36.0625843,-94.1574328,2021-01-21,6.6,0.0
36.0625843,-94.1574328,2021-01-22,5.1,0.0
36.0625843,-94.1574328,2021-01-24,9.1,1.0
36.0625843,-94.1574328,2021-01-25,10.5,1.0
36.0625843,-94.1574328,2021-01-27,-0.1,1.0
36.0625843,-94.1574328,2021-01-28,1.1,0.0
36.0625843,-94.1574328,2021-01-29,5.6,0.0
36.0625843,-94.1574328,2021-01-30,11.0,1.0
36.0625843,-94.1574328,2021-02-01,1.7,0.0
36.0625843,-94.1574328,2021-02-02,2.8,0.0
36.0625843,-94.1574328,2021-02-03,5.1,0.0
36.0625843,-94.1574328,2021-02-04,7.1,0.0
36.0625843,-94.1574328,2021-02-05,2.1,0.0
36.0625843,-94.1574328,2021-02-06,2.8,1.0
36.0625843,-94.1574328,2021-02-09,-1.9,0.0
36.0625843,-94.1574328,2021-02-10,-2.7,1.0
36.0625843,-94.1574328,2021-02-11,-6.6,0.0
36.0625843,-94.1574328,2021-02-12,-7.6,0.0
36.0625843,-94.1574328,2021-02-13,-9.9,0.0
36.0625843,-94.1574328,2021-02-14,-13.5,1.0
36.0625843,-94.1574328,2021-02-15,-17.5,1.0
36.0625843,-94.1574328,2021-02-17,-7.7,1.0
36.0625843,-94.1574328,2021-02-19,-8.2,0.0
36.0625843,-94.1574328,2021-02-20,-1.8,0.0
36.0625843,-94.1574328,2021-02-21,5.9,0.0
36.0625843,-94.1574328,2021-02-24,13.9,0.0
36.0625843,-94.1574328,2021-02-26,6.6,1.0
36.0625843,-94.1574328,2021-02-27,8.9,1.0
36.0625843,-94.1574328,2021-02-28,13.9,1.0
36.0625843,-94.1574328,2021-03-01,5.1,0.0
36.0625843,-94.1574328,2021-03-02,4.0,0.0
36.0625843,-94.1574328,2021-03-04,9.4,0.0
36.0625843,-94.1574328,2021-03-05,8.2,1.0
36.0625843,-94.1574328,2021-03-06,5.2,0.0
36.0625843,-94.1574328,2021-03-07,7.5,0.0
36.0625843,-94.1574328,2021-03-08,9.2,0.0
36.0625843,-94.1574328,2021-03-10,17.8,0.0
36.0625843,-94.1574328,2021-03-11,18.9,1.0
36.0625843,-94.1574328,2021-03-13,14.4,1.0
36.0625843,-94.1574328,2021-03-15,11.3,0.0
36.0625843,-94.1574328,2021-03-17,17.3,1.0
36.0625843,-94.1574328,2021-03-18,4.4,1.0
36.0625843,-94.1574328,2021-03-19,9.1,0.0
36.0625843,-94.1574328,2021-03-21,13.1,0.0
36.0625843,-94.1574328,2021-03-23,12.9,1.0
36.0625843,-94.1574328,2021-03-24,11.5,0.0
36.0625843,-94.1574328,2021-03-25,10.1,1.0
36.0625843,-94.1574328,2021-03-26,12.0,0.0
36.0625843,-94.1574328,2021-03-27,18.1,1.0
36.0625843,-94.1574328,2021-03-29,11.7,0.0
36.0625843,-94.1574328,2021-03-30,16.2,0.0
36.0625843,-94.1574328,2021-03-31,10.2,0.0
36.0625843,-94.1574328,2021-04-01,5.2,0.0
36.0625843,-94.1574328,2021-04-02,7.8,0.0
36.0625843,-94.1574328,2021-04-03,12.3,0.0
36.0625843,-94.1574328,2021-04-04,14.4,0.0
36.0625843,-94.1574328,2021-04-05,16.3,0.0
36.0625843,-94.1574328,2021-04-07,16.8,1.0
36.0625843,-94.1574328,2021-04-08,13.9,0.0
36.0625843,-94.1574328,2021-04-09,18.5,1.0
36.0625843,-94.1574328,2021-04-10,10.4,1.0
36.0625843,-94.1574328,2021-04-11,13.8,0.0
36.0625843,-94.1574328,2021-04-12,15.3,1.0
36.0625843,-94.1574328,2021-04-14,12.4,1.0
36.0625843,-94.1574328,2021-04-15,12.0,1.0
36.0625843,-94.1574328,2021-04-16,10.0,1.0
36.0625843,-94.1574328,2021-04-17,8.8,1.0
36.0625843,-94.1574328,2021-04-18,9.0,1.0
36.0625843,-94.1574328,2021-04-19,10.6,0.0
36.0625843,-94.1574328,2021-04-20,3.8,1.0
36.0625843,-94.1574328,2021-04-21,4.6,0.0
36.0625843,-94.1574328,2021-04-22,8.3,1.0
36.0625843,-94.1574328,2021-04-24,12.7,1.0
36.0625843,-94.1574328,2021-04-25,14.7,0.0
36.0625843,-94.1574328,2021-04-26,21.5,0.0
36.0625843,-94.1574328,2021-04-27,21.2,0.0
36.0625843,-94.1574328,2021-04-28,20.0,1.0
36.0625843,-94.1574328,2021-05-02,18.2,1.0
36.0625843,-94.1574328,2021-05-03,19.7,1.0
36.0625843,-94.1574328,2021-05-04,14.2,1.0
36.0625843,-94.1574328,2021-05-05,12.2,0.0
36.0625843,-94.1574328,2021-05-08,21.0,1.0
36.0625843,-94.1574328,2021-05-10,12.7,0.0
